brand_model,brand,model,mileage,fuel,gear,offer_type,price,hp,year,age
Volkswagen Caddy,Volkswagen,Caddy,9210,Gasoline,Automatic,Employee's car,28870,131.0,2020,3
Volkswagen Golf Variant,Volkswagen,Golf Variant,7300,Gasoline,Automatic,Used,28870,150.0,2020,3
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,7560,Gasoline,Automatic,Used,28940,150.0,2020,3
Volkswagen Golf,Volkswagen,Golf,5597,Gasoline,Automatic,Employee's car,28950,150.0,2020,3
Ford Mondeo,Ford,Mondeo,13170,Gasoline,Automatic,Used,28985,188.0,2020,3
Volkswagen Touran,Volkswagen,Touran,6567,Gasoline,Automatic,Employee's car,28990,150.0,2020,3
Volkswagen Caddy,Volkswagen,Caddy,8390,Gasoline,Manual,Used,21980,102.0,2020,3
Mazda 3,Mazda,3,20,Gasoline,Automatic,Pre-registered,21990,122.0,2020,3
Ford Focus,Ford,Focus,12111,Diesel,Manual,Employee's car,22650,150.0,2020,3
Volkswagen Caddy,Volkswagen,Caddy,5210,Gasoline,Manual,Used,22740,131.0,2020,3
Ford Focus,Ford,Focus,10608,Diesel,Automatic,Employee's car,23750,150.0,2020,3
Ford Focus,Ford,Focus,7872,Diesel,Automatic,Used,24250,150.0,2020,3
Ford Focus,Ford,Focus,10234,Diesel,Automatic,Employee's car,24950,150.0,2020,3
Ford Kuga,Ford,Kuga,1028,Gasoline,Manual,Demonstration,25390,150.0,2020,3
Mazda 6,Mazda,6,27000,Diesel,Automatic,Demonstration,29850,184.0,2020,3
Ford Kuga,Ford,Kuga,16950,Diesel,Automatic,Demonstration,32990,190.0,2020,3
Volvo XC90,Volvo,XC90,11223,Electric,Automatic,Used,62450,250.0,2020,3
BMW 520,BMW,520,7800,Diesel,Automatic,Used,68800,190.0,2020,3
Fiat 500,Fiat,500,5,Gasoline,Automatic,Pre-registered,15499,69.0,2020,3
Fiat 500C,Fiat,500C,5,Gasoline,Automatic,Pre-registered,16999,69.0,2020,3
Fiat 500C,Fiat,500C,5,Gasoline,Automatic,Pre-registered,17889,69.0,2020,3
Opel Astra,Opel,Astra,9950,Gasoline,Manual,Demonstration,18950,145.0,2020,3
Fiat 500,Fiat,500,10,Gasoline,Automatic,Pre-registered,18999,69.0,2020,3
Fiat 500C,Fiat,500C,5,Gasoline,Manual,Pre-registered,19979,69.0,2020,3
Fiat 500C,Fiat,500C,5,Electric,Manual,Pre-registered,19999,69.0,2020,3
Volkswagen Golf,Volkswagen,Golf,14202,Gasoline,Manual,Demonstration,20690,90.0,2020,3
Volkswagen Golf,Volkswagen,Golf,3970,Gasoline,Manual,Employee's car,20890,116.0,2020,3
Volkswagen Golf,Volkswagen,Golf,7287,Gasoline,Manual,Employee's car,20990,90.0,2020,3
Volkswagen Polo,Volkswagen,Polo,8839,Gasoline,Automatic,Demonstration,21890,95.0,2020,3
BMW 118,BMW,118,5000,Gasoline,Manual,Used,22850,140.0,2020,3
Volkswagen Golf,Volkswagen,Golf,9957,Gasoline,Manual,Employee's car,23490,150.0,2020,3
BMW 118,BMW,118,16500,Gasoline,Automatic,Used,25600,140.0,2020,3
BMW 118,BMW,118,26000,Gasoline,Automatic,Used,26700,140.0,2020,3
Volkswagen Golf Variant,Volkswagen,Golf Variant,9342,Gasoline,Automatic,Used,29325,150.0,2020,3
Volkswagen Golf Variant,Volkswagen,Golf Variant,13290,Gasoline,Automatic,Employee's car,29430,150.0,2020,3
Ford Focus,Ford,Focus,15904,Gasoline,Manual,Employee's car,29470,280.0,2020,3
Ford Focus,Ford,Focus,15250,Gasoline,Manual,Employee's car,29470,280.0,2020,3
Ford Focus,Ford,Focus,15400,Gasoline,Manual,Employee's car,29470,280.0,2020,3
Volkswagen T-Roc,Volkswagen,T-Roc,7200,Gasoline,Automatic,Used,29480,150.0,2020,3
Hyundai i30,Hyundai,i30,4500,Gasoline,Automatic,Demonstration,29690,159.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,8600,Gasoline,Manual,Employee's car,29725,150.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,18920,Diesel,Automatic,Used,29740,150.0,2020,3
Mazda 6,Mazda,6,750,Diesel,Automatic,Used,29900,184.0,2020,3
Opel Insignia,Opel,Insignia,1471,Gasoline,Automatic,Used,29900,200.0,2020,3
Ford Focus,Ford,Focus,11497,Diesel,Manual,Employee's car,29970,190.0,2020,3
Ford Focus,Ford,Focus,6190,Gasoline,Manual,Employee's car,29970,280.0,2020,3
Mercedes-Benz A 180,Mercedes-Benz,A 180,6485,Gasoline,Automatic,Employee's car,29980,136.0,2020,3
Volkswagen Caddy,Volkswagen,Caddy,30,Gasoline,Automatic,Used,29985,131.0,2020,3
Volkswagen Golf,Volkswagen,Golf,4066,Electric,Automatic,Used,29990,136.0,2020,3
Volkswagen Golf,Volkswagen,Golf,19000,Gasoline,Automatic,Demonstration,29990,150.0,2020,3
Opel Corsa,Opel,Corsa,4500,Gasoline,Manual,Used,14990,75.0,2020,3
Opel Corsa,Opel,Corsa,7400,Gasoline,Manual,Used,16990,101.0,2020,3
SEAT Ibiza,SEAT,Ibiza,25,Gasoline,Manual,Used,18508,95.0,2020,3
Ford Puma,Ford,Puma,20970,Gasoline,Manual,Used,20990,125.0,2020,3
Skoda Citigo,Skoda,Citigo,3500,Electric,Automatic,Used,23882,83.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,24801,Diesel,Manual,Used,24950,150.0,2020,3
Volkswagen Caddy,Volkswagen,Caddy,1691,Gasoline,Manual,Employee's car,25950,131.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,18,Gasoline,Manual,Used,28745,131.0,2020,3
Ford Focus,Ford,Focus,7159,Gasoline,Manual,Used,28790,280.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,13395,Diesel,Automatic,Used,29480,150.0,2020,3
Volkswagen T-Roc,Volkswagen,T-Roc,9471,Gasoline,Manual,Employee's car,26990,150.0,2020,3
BMW 118,BMW,118,4600,Gasoline,Automatic,Used,27700,140.0,2020,3
Volkswagen Touran,Volkswagen,Touran,12036,Gasoline,Automatic,Employee's car,27890,150.0,2020,3
Volkswagen Golf Variant,Volkswagen,Golf Variant,8036,Gasoline,Manual,Employee's car,27890,150.0,2020,3
BMW X1,BMW,X1,18300,Gasoline,Automatic,Used,27990,140.0,2020,3
Volkswagen Golf,Volkswagen,Golf,18326,Gasoline,Manual,Employee's car,28490,150.0,2020,3
Mercedes-Benz C 200,Mercedes-Benz,C 200,18600,Gasoline,Automatic,Employee's car,28750,184.0,2020,3
Mercedes-Benz E 200,Mercedes-Benz,E 200,19000,Gasoline,Automatic,Employee's car,31850,197.0,2020,3
Ford Kuga,Ford,Kuga,5000,Electric,Automatic,Used,34490,224.0,2020,3
Audi A3,Audi,A3,16965,Electric,Automatic,Demonstration,34490,150.0,2020,3
Volkswagen Golf Variant,Volkswagen,Golf Variant,14625,Gasoline,Automatic,Employee's car,29999,150.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,4000,Gasoline,Automatic,Used,30500,150.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,19380,Diesel,Automatic,Used,30740,150.0,2020,3
Volkswagen Golf,Volkswagen,Golf,7190,Gasoline,Automatic,Demonstration,30870,150.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,24422,Gasoline,Automatic,Employee's car,30950,150.0,2020,3
Volkswagen Sharan,Volkswagen,Sharan,21610,Gasoline,Automatic,Employee's car,30950,150.0,2020,3
Volkswagen Golf,Volkswagen,Golf,250,Gasoline,Automatic,Demonstration,30988,150.0,2020,3
Volkswagen T-Roc,Volkswagen,T-Roc,21576,Gasoline,Automatic,Demonstration,31111,150.0,2020,3
Mercedes-Benz A 180,Mercedes-Benz,A 180,7556,Gasoline,Automatic,Used,31280,136.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,16000,Gasoline,Automatic,Used,31440,150.0,2020,3
Skoda Superb,Skoda,Superb,15000,Gasoline,Automatic,Demonstration,31444,150.0,2020,3
Hyundai Tucson,Hyundai,Tucson,10,Electric,Automatic,Pre-registered,31490,230.0,2020,3
Audi A3,Audi,A3,4155,Electric,Automatic,Used,30760,204.0,2020,3
Peugeot 108,Peugeot,108,12221,Gasoline,Manual,Used,9280,72.0,2020,3
Toyota Aygo,Toyota,Aygo,4382,Gasoline,Manual,Used,9330,72.0,2020,3
Citroen C1,Citroen,C1,8474,Gasoline,Manual,Used,9480,72.0,2020,3
Fiat 500,Fiat,500,9990,Gasoline,Manual,Used,9990,69.0,2020,3
Ford Fiesta,Ford,Fiesta,919,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,1305,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,1368,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,5000,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,3847,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,3958,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,7000,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Ford Fiesta,Ford,Fiesta,4505,Gasoline,Manual,Employee's car,10390,75.0,2020,3
Fiat Panda,Fiat,Panda,99,Gasoline,Manual,Pre-registered,10490,69.0,2020,3
Renault Twingo,Renault,Twingo,13484,Gasoline,Manual,Used,10690,73.0,2020,3
Dacia Sandero,Dacia,Sandero,10,Gasoline,Manual,Pre-registered,10850,73.0,2020,3
Hyundai i20,Hyundai,i20,10,Gasoline,Manual,Pre-registered,10990,75.0,2020,3
Mercedes-Benz E 220,Mercedes-Benz,E 220,28542,Diesel,Automatic,Employee's car,37390,194.0,2020,3
Mercedes-Benz Vito,Mercedes-Benz,Vito,13222,Diesel,Automatic,Employee's car,44844,190.0,2020,3
Mercedes-Benz Vito,Mercedes-Benz,Vito,16999,Diesel,Automatic,Employee's car,46664,190.0,2020,3
Volkswagen T-Roc,Volkswagen,T-Roc,5470,Diesel,Automatic,Used,31740,150.0,2020,3
Mercedes-Benz A 180,Mercedes-Benz,A 180,1076,Gasoline,Manual,Employee's car,31870,136.0,2020,3
Volkswagen Passat,Volkswagen,Passat,19800,Gasoline,Automatic,Demonstration,31880,150.0,2020,3
SEAT Leon,SEAT,Leon,7450,Gasoline,Automatic,Used,31889,300.0,2020,3
Mercedes-Benz C 180,Mercedes-Benz,C 180,4520,Gasoline,Automatic,Employee's car,31980,156.0,2020,3
Hyundai Tucson,Hyundai,Tucson,7900,Gasoline,Automatic,Used,31990,177.0,2020,3
Hyundai Tucson,Hyundai,Tucson,2400,Gasoline,Automatic,Demonstration,31995,150.0,2020,3
Mercedes-Benz C 180,Mercedes-Benz,C 180,13914,Gasoline,Automatic,Used,32400,156.0,2020,3
SEAT Leon,SEAT,Leon,20290,Gasoline,Automatic,Used,32449,300.0,2020,3
Audi A5,Audi,A5,20000,Diesel,Automatic,Demonstration,32905,150.0,2020,3
Peugeot 108,Peugeot,108,11354,Gasoline,Manual,Used,11180,72.0,2020,3
Skoda Fabia,Skoda,Fabia,6600,Gasoline,Manual,Used,11285,60.0,2020,3
Skoda Fabia,Skoda,Fabia,6000,Gasoline,Manual,Used,11285,60.0,2020,3
Citroen C1,Citroen,C1,3600,Gasoline,Manual,Used,11380,72.0,2020,3
Fiat 500,Fiat,500,5699,Gasoline,Manual,Used,11455,69.0,2020,3
Renault Twingo,Renault,Twingo,11727,Gasoline,Manual,Used,11489,73.0,2020,3
Skoda Fabia,Skoda,Fabia,99,Gasoline,Manual,Pre-registered,11490,60.0,2020,3
Fiat 500,Fiat,500,16525,Gasoline,Manual,Used,11555,69.0,2020,3
Ford Fiesta,Ford,Fiesta,4000,Gasoline,Manual,Employee's car,11790,75.0,2020,3
Renault Twingo,Renault,Twingo,10,Gasoline,Manual,Used,11970,73.0,2020,3
Hyundai i10,Hyundai,i10,12500,Gasoline,Manual,Used,11995,87.0,2020,3
Peugeot 108,Peugeot,108,2500,Gasoline,Manual,Used,12000,72.0,2020,3
Citroen C3,Citroen,C3,3640,Gasoline,Manual,Used,12280,83.0,2020,3
Skoda Fabia,Skoda,Fabia,5000,Gasoline,Manual,Demonstration,12380,60.0,2020,3
Hyundai i20,Hyundai,i20,4083,Gasoline,Manual,Demonstration,12490,75.0,2020,3
Fiat 500,Fiat,500,5000,Gasoline,Manual,Demonstration,12555,69.0,2020,3
Ford Fiesta,Ford,Fiesta,15,Gasoline,Manual,Used,12590,75.0,2020,3
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12685,69.0,2020,3
BMW X3,BMW,X3,2600,Diesel,Automatic,Used,47490,265.0,2020,3
Mercedes-Benz Vito,Mercedes-Benz,Vito,5555,Diesel,Automatic,Employee's car,47888,190.0,2020,3
BMW X3,BMW,X3,14087,Diesel,Automatic,Employee's car,48890,190.0,2020,3
Volkswagen Passat Variant,Volkswagen,Passat Variant,9900,Diesel,Automatic,Employee's car,49890,190.0,2020,3
BMW 530,BMW,530,14934,Diesel,Automatic,Employee's car,49950,265.0,2020,3
Volvo XC60,Volvo,XC60,5500,Electric,Automatic,Employee's car,58885,303.0,2020,3
Volkswagen Golf,Volkswagen,Golf,6795,Diesel,Automatic,Employee's car,32955,150.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,22500,Gasoline,Automatic,Employee's car,33333,150.0,2020,3
Hyundai Tucson,Hyundai,Tucson,10,Electric,Automatic,Pre-registered,33390,136.0,2020,3
Ford S-Max,Ford,S-Max,7402,Diesel,Automatic,Employee's car,33470,190.0,2020,3
Volkswagen Golf,Volkswagen,Golf,9999,Diesel,Automatic,Demonstration,33570,150.0,2020,3
BMW 320,BMW,320,11500,Gasoline,Automatic,Used,33600,184.0,2020,3
Volkswagen Passat Variant,Volkswagen,Passat Variant,9890,Gasoline,Automatic,Demonstration,33889,190.0,2020,3
Renault Megane,Renault,Megane,7520,Gasoline,Automatic,Used,33990,300.0,2020,3
Mercedes-Benz C 180,Mercedes-Benz,C 180,12900,Gasoline,Automatic,Demonstration,34390,156.0,2020,3
Volkswagen Tiguan,Volkswagen,Tiguan,5156,Diesel,Automatic,Employee's car,34450,150.0,2020,3
BMW X1,BMW,X1,11000,Diesel,Automatic,Used,34820,150.0,2020,3
Volkswagen Golf,Volkswagen,Golf,9720,Gasoline,Automatic,Used,34864,150.0,2020,3
Mercedes-Benz Vito,Mercedes-Benz,Vito,13200,Diesel,Automatic,Demonstration,34870,136.0,2020,3
Ford Kuga,Ford,Kuga,450,Electric,Automatic,Used,34870,224.0,2020,3
Ford Fiesta,Ford,Fiesta,11800,Gasoline,Manual,Used,12750,86.0,2020,3
Ford Fiesta,Ford,Fiesta,17188,Gasoline,Manual,Used,12750,86.0,2020,3
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12750,69.0,2020,3
Citroen C3,Citroen,C3,11258,Gasoline,Manual,Used,12760,83.0,2020,3
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12775,69.0,2020,3
Ford Fiesta,Ford,Fiesta,20,Gasoline,Manual,Pre-registered,12790,75.0,2020,3
Fiat 500,Fiat,500,50,Gasoline,Manual,Pre-registered,12790,71.0,2020,3
Fiat 500,Fiat,500,2093,Electric,Manual,Demonstration,12790,71.0,2020,3
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12884,69.0,2020,3
Fiat 500,Fiat,500,15,Gasoline,Manual,Pre-registered,12894,69.0,2020,3
Fiat 500,Fiat,500,10624,Gasoline,Manual,Used,12895,69.0,2020,3
Ford Fiesta,Ford,Fiesta,11372,Gasoline,Manual,Used,12950,86.0,2020,3
Ford Fiesta,Ford,Fiesta,6516,Gasoline,Manual,Used,12950,86.0,2020,3
Ford Fiesta,Ford,Fiesta,8287,Gasoline,Manual,Used,12950,86.0,2020,3
Volkswagen up!,Volkswagen,up!,6500,Gasoline,Manual,Employee's car,12985,60.0,2020,3
Volkswagen up!,Volkswagen,up!,6100,Gasoline,Manual,Employee's car,12985,60.0,2020,3
Citroen C1,Citroen,C1,5800,Gasoline,Manual,Demonstration,12990,72.0,2020,3
Suzuki Swift,Suzuki,Swift,9900,Gasoline,Manual,Used,12990,90.0,2020,3
Renault Twingo,Renault,Twingo,6500,Gasoline,Manual,Demonstration,9960,73.0,2020,3
Renault Twingo,Renault,Twingo,5000,Gasoline,Manual,Used,10260,73.0,2020,3
Renault ZOE,Renault,ZOE,250,Electric,Automatic,Demonstration,10880,58.0,2020,3
Renault Twingo,Renault,Twingo,1510,Gasoline,Manual,Demonstration,11680,73.0,2020,3
Skoda Fabia,Skoda,Fabia,910,Gasoline,Manual,Demonstration,11750,60.0,2020,3
Ford Fiesta,Ford,Fiesta,18318,Gasoline,Manual,Used,12424,95.0,2020,3
Fiat 500,Fiat,500,10,Gasoline,Manual,Pre-registered,12490,69.0,2020,3
SEAT Ibiza,SEAT,Ibiza,6000,Gasoline,Manual,Employee's car,12969,80.0,2020,3
SEAT Ibiza,SEAT,Ibiza,10000,Gasoline,Manual,Employee's car,13335,80.0,2020,3
SEAT Ibiza,SEAT,Ibiza,50,Gasoline,Manual,Pre-registered,13369,80.0,2020,3
